NACA 2716
     1.000000    0.001146
     0.996114    0.005355
     0.994315    0.011229
     0.994312    0.016925
     0.995164    0.022566
     0.996474    0.028197
     0.997995    0.033845
     0.999530    0.039523
     1.000866    0.045244
     1.001717    0.051012
     1.001587    0.056826
     0.999300    0.062661
     0.991009    0.068408
     0.977508    0.073664
     0.962768    0.077873
     0.947620    0.081355
     0.932268    0.084322
     0.916793    0.086890
     0.901237    0.089130
     0.885623    0.091087
     0.869966    0.092792
     0.854276    0.094268
     0.838559    0.095531
     0.822822    0.096595
     0.807069    0.097469
     0.791302    0.098161
     0.775523    0.098683
     0.759734    0.099047
     0.743940    0.099259
     0.728143    0.099323
     0.712345    0.099244
     0.696538    0.099025
     0.680697    0.098728
     0.664857    0.098382
     0.649017    0.097988
     0.633178    0.097547
     0.617341    0.097058
     0.601505    0.096523
     0.585671    0.095941
     0.569839    0.095311
     0.554008    0.094634
     0.538181    0.093908
     0.522356    0.093134
     0.506534    0.092310
     0.490715    0.091436
     0.474899    0.090512
     0.459087    0.089534
     0.443279    0.088503
     0.427476    0.087417
     0.411677    0.086275
     0.395884    0.085075
     0.380096    0.083814
     0.364314    0.082491
     0.348540    0.081104
     0.332773    0.079649
     0.317014    0.078123
     0.301264    0.076523
     0.285525    0.074846
     0.269796    0.073086
     0.254081    0.071238
     0.238380    0.069298
     0.222696    0.067256
     0.207031    0.065107
     0.191387    0.062839
     0.175769    0.060443
     0.160182    0.057903
     0.144632    0.055204
     0.129126    0.052323
     0.113677    0.049235
     0.098301    0.045904
     0.083022    0.042283
     0.067879    0.038304
     0.052936    0.033873
     0.038320    0.028838
     0.024307    0.022959
     0.011782    0.015949
     0.004088    0.009027
     0.000917    0.004654
     0.000253    0.001551
     0.000055   -0.000380
     0.000464   -0.002685
     0.001688   -0.006430
     0.006677   -0.011244
     0.017174   -0.017350
     0.031024   -0.022483
     0.045817   -0.026463
     0.061009   -0.029672
     0.076410   -0.032344
     0.091938   -0.034621
     0.107547   -0.036594
     0.123212   -0.038327
     0.138917   -0.039865
     0.154652   -0.041241
     0.170410   -0.042482
     0.186186   -0.043608
     0.201975   -0.044635
     0.217776   -0.045576
     0.233586   -0.046443
     0.249404   -0.047245
     0.265228   -0.047989
     0.281057   -0.048682
     0.296891   -0.049330
     0.312729   -0.049939
     0.328570   -0.050511
     0.344414   -0.051051
     0.360260   -0.051563
     0.376108   -0.052050
     0.391959   -0.052513
     0.407811   -0.052956
     0.423664   -0.053381
     0.439519   -0.053789
     0.455375   -0.054182
     0.471232   -0.054562
     0.487090   -0.054930
     0.502949   -0.055287
     0.518808   -0.055634
     0.534668   -0.055972
     0.550529   -0.056302
     0.566390   -0.056625
     0.582251   -0.056941
     0.598112   -0.057250
     0.613974   -0.057553
     0.629836   -0.057850
     0.645698   -0.058140
     0.661560   -0.058424
     0.677422   -0.058702
     0.693281   -0.058971
     0.709118   -0.059247
     0.724943   -0.059595
     0.740768   -0.060022
     0.756592   -0.060524
     0.772416   -0.061098
     0.788242   -0.061736
     0.804072   -0.062428
     0.819905   -0.063161
     0.835742   -0.063925
     0.851583   -0.064712
     0.867428   -0.065505
     0.883265   -0.066287
     0.899090   -0.067032
     0.914897   -0.067705
     0.930677   -0.068253
     0.946408   -0.068592
     0.962037   -0.068574
     0.977386   -0.067901
     0.991438   -0.065947
     0.999680   -0.062281
     1.001994   -0.057495
     1.002248   -0.052457
     1.001569   -0.047375
     1.000419   -0.042321
     0.999042   -0.037322
     0.997596   -0.032391
     0.996204   -0.027532
     0.994977   -0.022747
     0.994046   -0.018035
     0.993593   -0.013388
     0.993949   -0.008796
     0.995960   -0.004225
     1.000000   -0.001146
