naca_4415
1.000208 0.001561
0.999962 0.001639
0.999224 0.001870
0.997996 0.002256
0.996277 0.002794
0.994069 0.003482
0.991375 0.004320
0.988196 0.005303
0.984535 0.006430
0.980396 0.007697
0.975782 0.009099
0.970696 0.010633
0.965144 0.012294
0.959131 0.014077
0.952660 0.015977
0.945739 0.017988
0.938373 0.020105
0.930569 0.022322
0.922333 0.024632
0.913674 0.027028
0.904598 0.029505
0.895115 0.032055
0.885233 0.034671
0.874960 0.037347
0.864307 0.040075
0.853284 0.042848
0.841900 0.045658
0.830166 0.048499
0.818093 0.051363
0.805693 0.054243
0.792978 0.057131
0.779960 0.060021
0.766650 0.062904
0.753063 0.065774
0.739211 0.068623
0.725108 0.071445
0.710768 0.074231
0.696204 0.076976
0.681431 0.079673
0.666464 0.082313
0.651318 0.084891
0.636007 0.087400
0.620548 0.089834
0.604955 0.092185
0.589246 0.094449
0.573435 0.096617
0.557539 0.098685
0.541574 0.100647
0.525557 0.102496
0.509505 0.104228
0.493433 0.105837
0.477360 0.107318
0.461302 0.108666
0.445275 0.109877
0.429298 0.110947
0.413386 0.111872
0.397509 0.112647
0.381465 0.113225
0.365536 0.113579
0.349740 0.113709
0.334095 0.113614
0.318622 0.113296
0.303337 0.112756
0.288259 0.111997
0.273406 0.111020
0.258796 0.109831
0.244446 0.108433
0.230373 0.106831
0.216593 0.105032
0.203124 0.103041
0.189981 0.100866
0.177178 0.098514
0.164732 0.095995
0.152655 0.093315
0.140963 0.090485
0.129667 0.087514
0.118781 0.084411
0.108315 0.081188
0.098282 0.077855
0.088692 0.074422
0.079553 0.070900
0.070877 0.067299
0.062670 0.063631
0.054941 0.059907
0.047696 0.056136
0.040943 0.052330
0.034687 0.048498
0.028932 0.044649
0.023683 0.040794
0.018945 0.036940
0.014719 0.033097
0.011009 0.029271
0.007816 0.025471
0.005143 0.021701
0.002989 0.017968
0.001354 0.014277
0.000239 0.010632
-0.000357 0.007036
-0.000436 0.003491
0.000000 0.000000
0.000940 -0.003391
0.002370 -0.006634
0.004289 -0.009729
0.006691 -0.012676
0.009572 -0.015476
0.012929 -0.018128
0.016754 -0.020632
0.021042 -0.022990
0.025788 -0.025201
0.030984 -0.027266
0.036624 -0.029187
0.042700 -0.030964
0.049205 -0.032599
0.056130 -0.034093
0.063468 -0.035448
0.071210 -0.036666
0.079347 -0.037749
0.087870 -0.038700
0.096770 -0.039521
0.106038 -0.040216
0.115665 -0.040787
0.125640 -0.041239
0.135955 -0.041576
0.146599 -0.041801
0.157562 -0.041919
0.168835 -0.041936
0.180408 -0.041857
0.192269 -0.041686
0.204410 -0.041431
0.216819 -0.041096
0.229487 -0.040689
0.242402 -0.040215
0.255554 -0.039683
0.268933 -0.039097
0.282527 -0.038466
0.296326 -0.037797
0.310318 -0.037097
0.324492 -0.036373
0.338837 -0.035633
0.353340 -0.034883
0.367990 -0.034131
0.382776 -0.033385
0.397684 -0.032650
0.412965 -0.031911
0.428387 -0.031132
0.443886 -0.030319
0.459448 -0.029476
0.475058 -0.028608
0.490701 -0.027720
0.506361 -0.026817
0.522025 -0.025901
0.537676 -0.024979
0.553300 -0.024053
0.568880 -0.023127
0.584403 -0.022205
0.599851 -0.021289
0.615211 -0.020383
0.630467 -0.019489
0.645603 -0.018610
0.660604 -0.017747
0.675455 -0.016902
0.690141 -0.016076
0.704647 -0.015272
0.718958 -0.014490
0.733060 -0.013731
0.746937 -0.012996
0.760575 -0.012285
0.773960 -0.011598
0.787079 -0.010936
0.799916 -0.010299
0.812459 -0.009686
0.824695 -0.009098
0.836610 -0.008535
0.848191 -0.007995
0.859427 -0.007480
0.870304 -0.006987
0.880812 -0.006518
0.890938 -0.006072
0.900672 -0.005648
0.910003 -0.005246
0.918920 -0.004866
0.927415 -0.004507
0.935476 -0.004170
0.943097 -0.003853
0.950266 -0.003557
0.956978 -0.003282
0.963223 -0.003028
0.968996 -0.002794
0.974289 -0.002580
0.979097 -0.002387
0.983413 -0.002214
0.987234 -0.002061
0.990554 -0.001928
0.993370 -0.001816
0.995678 -0.001724
0.997476 -0.001653
0.998762 -0.001602
0.999534 -0.001571
0.999792 -0.001561
